0	1854	1110
1	1851	1102
2	1918	1114
3	2012	1116
4	1942	1105
5	1887	1130
6	1827	1110
7	1950	1118
8	1844	1118
9	1827	1097
10	1895	1107
11	1827	1119
12	1850	1109
13	1860	1118
14	1908	1119
15	1993	1110
16	2053	1098
17	1835	1141
18	1887	1121
19	1796	1112
20	1816	1109
21	1863	1119
22	1889	1098
23	1861	1111
24	1858	1117
25	1892	1120
26	1824	1118
27	1849	1126
28	1815	1125
29	1826	1114
